frame, face_id, timestamp, confidence, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
6574,0,113.32,0.98,0.12,0.0,0.25,0.0,0.99,1.63,0.05,0.85,1.22,1.75,0.28,0.99,0.32,0.09,0.0,0.0,0.0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
6575,0,113.34,0.98,0.1,0.0,0.21,0.0,1.0,1.64,0.07,0.84,1.19,1.75,0.21,1.04,0.31,0.1,0.0,0.0,0.0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
6576,0,113.36,0.98,0.04,0.0,0.15,0.0,1.01,1.64,0.04,0.81,1.2,1.73,0.25,1.05,0.31,0.14,0.0,0.0,0.0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
6577,0,113.38,0.98,0.1,0.0,0.15,0.0,1.0,1.55,0.03,0.79,1.19,1.68,0.15,0.99,0.33,0.12,0.0,0.0,0.0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
6578,0,113.39,0.98,0.17,0.0,0.14,0.0,1.01,1.51,0.01,0.72,1.19,1.69,0.16,0.99,0.34,0.15,0.0,0.0,0.0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
6579,0,113.41,0.98,0.19,0.0,0.2,0.0,1.02,1.54,0.06,0.7,1.16,1.7,0.13,0.99,0.36,0.14,0.0,0.0,0.0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
6580,0,113.43,0.98,0.2,0.0,0.25,0.0,1.04,1.68,0.1,0.72,1.13,1.69,0.14,1.01,0.37,0.16,0.01,0.0,0.0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
6581,0,113.44,0.98,0.21,0.0,0.3,0.0,1.04,1.8,0.1,0.78,1.12,1.7,0.12,0.99,0.33,0.18,0.01,0.0,0.0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
6582,0,113.46,0.98,0.25,0.0,0.26,0.0,1.05,1.86,0.06,0.82,1.11,1.74,0.16,0.99,0.35,0.19,0.01,0.0,0.0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
6583,0,113.48,0.98,0.26,0.0,0.29,0.0,1.04,1.76,0.06,0.84,1.09,1.8,0.26,1.01,0.27,0.21,0.0,0.0,0.0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
6584,0,113.5,0.98,0.3,0.0,0.24,0.0,1.05,1.63,0.12,0.85,1.05,1.82,0.39,1.04,0.23,0.23,0.0,0.0,0.0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
6585,0,113.51,0.98,0.36,0.0,0.24,0.0,1.04,1.53,0.17,0.82,1.05,1.86,0.42,1.02,0.15,0.27,0.0,0.0,0.0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
6586,0,113.53,0.98,0.47,0.0,0.18,0.0,1.04,1.56,0.18,0.73,1.03,1.93,0.34,0.99,0.13,0.3,0.0,0.0,0.0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
6587,0,113.55,0.98,0.43,0.0,0.21,0.0,1.02,1.71,0.15,0.69,1.02,1.9,0.28,0.96,0.07,0.32,0.0,0.02,0.0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
6588,0,113.56,0.98,0.46,0.0,0.22,0.0,1.02,1.88,0.14,0.66,1.02,1.92,0.26,0.96,0.06,0.35,0.0,0.02,0.0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
6589,0,113.58,0.98,0.43,0.0,0.28,0.0,1.06,1.92,0.17,0.69,1.05,1.92,0.29,1.04,0.06,0.39,0.0,0.06,0.0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
6590,0,113.6,0.98,0.51,0.0,0.27,0.0,1.11,1.93,0.27,0.68,1.09,2.0,0.28,1.07,0.05,0.38,0.0,0.04,0.0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
6591,0,113.62,0.98,0.44,0.0,0.27,0.0,1.12,1.91,0.34,0.71,1.06,1.98,0.31,1.13,0.01,0.38,0.0,0.04,0.0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
6592,0,113.63,0.98,0.39,0.0,0.15,0.0,1.11,1.87,0.36,0.7,1.03,2.0,0.29,1.04,0.01,0.37,0.0,0.0,0.0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
6593,0,113.65,0.98,0.37,0.0,0.13,0.0,1.09,1.89,0.32,0.65,0.97,1.99,0.26,1.09,0.0,0.37,0.0,0.0,0.0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
6594,0,113.67,0.98,0.47,0.0,0.11,0.0,1.1,1.95,0.29,0.57,0.95,2.02,0.2,1.13,0.0,0.37,0.0,0.0,0.0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
6595,0,113.69,0.98,0.5,0.02,0.15,0.0,1.11,1.95,0.3,0.54,0.93,2.01,0.22,1.26,0.0,0.37,0.0,0.0,0.01,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
6596,0,113.7,0.98,0.5,0.02,0.16,0.0,1.15,2.0,0.32,0.58,0.93,2.07,0.21,1.25,0.0,0.33,0.0,0.0,0.12,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
6597,0,113.72,0.98,0.5,0.03,0.26,0.0,1.24,2.21,0.44,0.61,0.95,2.1,0.27,1.2,0.0,0.27,0.0,0.0,0.62,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1
6598,0,113.74,0.98,0.54,0.01,0.34,0.0,1.31,2.32,0.58,0.66,0.99,2.15,0.24,1.19,0.01,0.19,0.0,0.0,1.4,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1
6599,0,113.75,0.98,0.56,0.03,0.37,0.0,1.36,2.21,0.71,0.65,1.05,2.1,0.19,1.17,0.07,0.11,0.0,0.0,2.11,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1
6600,0,113.77,0.98,0.62,0.11,0.35,0.0,1.36,2.0,0.75,0.69,1.05,2.18,0.14,1.19,0.07,0.06,0.0,0.0,2.37,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1
6601,0,113.79,0.98,0.62,0.11,0.33,0.0,1.44,1.94,0.7,0.71,1.05,2.12,0.16,1.17,0.06,0.1,0.0,0.0,2.17,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1
6602,0,113.81,0.98,0.67,0.09,0.32,0.0,1.46,2.22,0.7,0.75,1.04,2.12,0.2,1.19,0.0,0.19,0.0,0.0,1.65,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1
6603,0,113.82,0.98,0.63,0.01,0.25,0.0,1.44,2.4,0.68,0.7,1.03,2.06,0.18,1.23,0.0,0.28,0.0,0.0,1.06,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1
6604,0,113.84,0.98,0.6,0.06,0.19,0.0,1.4,2.57,0.66,0.64,1.01,2.08,0.16,1.24,0.04,0.31,0.0,0.0,0.74,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1
6605,0,113.86,0.98,0.54,0.11,0.14,0.0,1.33,2.5,0.58,0.6,1.01,2.04,0.17,1.24,0.07,0.34,0.0,0.0,0.57,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1
6606,0,113.88,0.98,0.49,0.12,0.14,0.0,1.28,2.31,0.51,0.56,0.99,1.99,0.19,1.26,0.09,0.35,0.0,0.0,0.54,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1
6607,0,113.89,0.98,0.53,0.09,0.15,0.0,1.18,2.14,0.42,0.53,0.96,1.96,0.23,1.27,0.05,0.4,0.0,0.0,0.42,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1
6608,0,113.91,0.98,0.59,0.04,0.18,0.0,1.14,2.0,0.44,0.51,0.93,1.91,0.21,1.25,0.02,0.44,0.0,0.0,0.37,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1
6609,0,113.93,0.98,0.66,0.02,0.18,0.0,1.1,2.05,0.46,0.52,0.9,1.89,0.13,1.16,0.0,0.44,0.0,0.0,0.34,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
6610,0,113.94,0.98,0.68,0.0,0.17,0.0,1.07,2.06,0.54,0.5,0.87,1.83,0.05,1.13,0.0,0.43,0.0,0.0,0.29,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0
6611,0,113.96,0.98,0.72,0.02,0.17,0.0,1.06,2.11,0.51,0.46,0.86,1.84,0.01,1.13,0.0,0.41,0.0,0.02,0.28,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0
6612,0,113.98,0.98,0.7,0.07,0.12,0.0,1.08,2.01,0.49,0.48,0.86,1.8,0.02,1.19,0.0,0.41,0.0,0.05,0.23,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0
6613,0,114.0,0.98,0.73,0.19,0.12,0.03,1.08,1.98,0.49,0.45,0.82,1.78,0.04,1.23,0.0,0.42,0.0,0.05,0.25,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0
6614,0,114.01,0.98,0.68,0.23,0.1,0.03,1.05,1.8,0.49,0.44,0.77,1.72,0.09,1.29,0.0,0.47,0.0,0.03,0.3,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0
6615,0,114.03,0.98,0.77,0.33,0.11,0.03,0.99,1.67,0.52,0.35,0.73,1.71,0.12,1.37,0.0,0.52,0.0,0.04,0.31,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0
6616,0,114.05,0.98,0.77,0.24,0.1,0.0,0.98,1.69,0.51,0.3,0.68,1.7,0.18,1.49,0.0,0.55,0.0,0.04,0.32,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0
6617,0,114.06,0.98,0.81,0.29,0.09,0.06,0.96,1.84,0.53,0.27,0.63,1.76,0.2,1.52,0.0,0.56,0.0,0.07,0.31,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0
6618,0,114.08,0.98,0.83,0.28,0.1,0.06,0.92,1.93,0.54,0.23,0.58,1.83,0.2,1.5,0.0,0.59,0.0,0.03,0.38,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0
6619,0,114.1,0.98,0.83,0.33,0.08,0.1,0.89,1.95,0.59,0.24,0.57,1.91,0.15,1.45,0.0,0.66,0.0,0.03,0.4,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0
6620,0,114.12,0.98,0.9,0.34,0.13,0.04,0.91,2.0,0.62,0.21,0.55,1.93,0.13,1.45,0.0,0.71,0.0,0.0,0.48,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0
6621,0,114.13,0.98,0.86,0.28,0.14,0.04,0.92,2.06,0.66,0.22,0.54,1.86,0.12,1.45,0.0,0.72,0.0,0.02,0.46,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0
6622,0,114.15,0.98,0.88,0.33,0.14,0.0,0.95,2.04,0.62,0.24,0.54,1.8,0.1,1.47,0.0,0.7,0.0,0.07,0.41,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0
6623,0,114.17,0.98,0.84,0.32,0.12,0.0,0.95,1.96,0.61,0.29,0.53,1.79,0.05,1.53,0.0,0.72,0.0,0.07,0.24,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0
6624,0,114.19,0.98,0.86,0.42,0.14,0.07,0.95,1.99,0.59,0.34,0.55,1.91,0.01,1.63,0.0,0.73,0.0,0.06,0.22,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0
6625,0,114.2,0.98,0.9,0.39,0.17,0.12,0.91,1.99,0.6,0.32,0.54,1.94,0.08,1.67,0.0,0.72,0.0,0.0,0.15,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0
6626,0,114.22,0.98,0.93,0.42,0.17,0.19,0.86,2.03,0.63,0.25,0.49,1.93,0.15,1.71,0.0,0.7,0.0,0.0,0.15,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0
6627,0,114.24,0.98,0.97,0.39,0.13,0.2,0.83,2.13,0.64,0.17,0.45,1.85,0.2,1.7,0.0,0.72,0.0,0.0,0.13,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0
6628,0,114.25,0.98,0.98,0.44,0.08,0.17,0.83,2.14,0.66,0.13,0.43,1.87,0.16,1.66,0.0,0.73,0.0,0.0,0.11,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0
6629,0,114.27,0.98,1.01,0.45,0.07,0.1,0.87,2.2,0.69,0.12,0.47,1.84,0.13,1.69,0.0,0.73,0.0,0.0,0.12,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0
6630,0,114.29,0.98,1.01,0.46,0.08,0.02,0.91,2.15,0.76,0.19,0.49,1.84,0.1,1.71,0.0,0.68,0.0,0.02,0.06,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0
6631,0,114.31,0.98,1.02,0.54,0.14,0.0,0.93,2.22,0.79,0.19,0.51,1.8,0.12,1.73,0.0,0.68,0.0,0.02,0.23,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0
6632,0,114.32,0.98,0.99,0.47,0.21,0.0,1.03,2.27,0.86,0.19,0.54,1.76,0.13,1.62,0.0,0.65,0.0,0.04,0.71,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1
6633,0,114.34,0.98,0.98,0.43,0.3,0.0,1.09,2.27,0.86,0.23,0.62,1.72,0.23,1.61,0.0,0.6,0.0,0.02,1.54,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1
6634,0,114.36,0.98,0.95,0.35,0.29,0.06,1.06,1.9,0.84,0.28,0.71,1.71,0.22,1.53,0.0,0.48,0.0,0.02,2.5,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1
6635,0,114.38,0.98,0.93,0.38,0.2,0.07,0.95,1.43,0.73,0.32,0.79,1.85,0.21,1.49,0.0,0.37,0.0,0.0,3.03,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1
6636,0,114.39,0.98,0.87,0.39,0.12,0.12,0.84,1.07,0.68,0.27,0.81,1.87,0.14,1.42,0.0,0.3,0.0,0.0,3.2,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1
6637,0,114.41,0.98,0.78,0.22,0.16,0.1,0.83,1.01,0.61,0.28,0.83,1.77,0.15,1.38,0.0,0.27,0.0,0.0,3.09,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1
6638,0,114.43,0.98,0.75,0.2,0.19,0.18,0.86,1.08,0.62,0.29,0.81,1.64,0.11,1.34,0.0,0.28,0.0,0.04,2.92,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1
6639,0,114.44,0.98,0.77,0.15,0.21,0.14,0.9,1.06,0.59,0.26,0.81,1.6,0.07,1.24,0.0,0.27,0.0,0.06,2.75,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1
6640,0,114.46,0.98,0.76,0.2,0.2,0.09,0.94,1.15,0.56,0.31,0.82,1.62,0.0,1.11,0.0,0.26,0.05,0.15,2.5,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1
6641,0,114.48,0.98,0.73,0.19,0.23,0.0,0.9,1.17,0.46,0.34,0.88,1.62,0.0,1.12,0.04,0.22,0.12,0.22,2.27,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1
6642,0,114.5,0.98,0.66,0.2,0.27,0.0,0.9,1.36,0.39,0.42,0.94,1.48,0.0,1.16,0.04,0.17,0.22,0.27,2.14,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1
6643,0,114.51,0.98,0.64,0.24,0.27,0.0,0.89,1.43,0.32,0.42,0.94,1.42,0.1,1.25,0.04,0.09,0.39,0.26,2.09,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1
6644,0,114.53,0.98,0.57,0.18,0.3,0.0,0.91,1.4,0.23,0.44,0.91,1.35,0.18,1.16,0.0,0.04,0.54,0.24,2.12,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1
6645,0,114.55,0.98,0.57,0.16,0.33,0.0,0.91,1.29,0.21,0.48,0.9,1.49,0.18,1.16,0.02,0.0,0.72,0.26,2.0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1
6646,0,114.56,0.98,0.5,0.08,0.34,0.0,0.92,1.19,0.21,0.5,0.93,1.42,0.21,1.03,0.03,0.0,0.84,0.34,1.89,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1
6647,0,114.58,0.98,0.43,0.07,0.31,0.0,0.98,1.31,0.28,0.52,0.98,1.31,0.18,0.9,0.03,0.0,1.01,0.43,1.87,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1
6648,0,114.6,0.98,0.32,0.0,0.27,0.0,1.03,1.47,0.23,0.51,1.06,1.11,0.25,0.69,0.01,0.0,1.24,0.5,1.84,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1
6649,0,114.62,0.98,0.21,0.0,0.22,0.0,1.1,1.57,0.18,0.57,1.15,1.04,0.22,0.6,0.0,0.0,1.44,0.55,1.81,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1
6650,0,114.63,0.98,0.12,0.0,0.22,0.0,1.12,1.64,0.07,0.65,1.21,1.0,0.3,0.5,0.0,0.0,1.65,0.5,1.72,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1
6651,0,114.65,0.98,0.02,0.0,0.21,0.0,1.12,1.56,0.03,0.77,1.25,0.93,0.34,0.36,0.0,0.0,1.87,0.52,1.58,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1
6652,0,114.67,0.98,0.0,0.0,0.29,0.0,1.15,1.69,0.0,0.94,1.3,0.88,0.36,0.23,0.0,0.0,2.07,0.55,1.35,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1
6653,0,114.69,0.98,0.0,0.0,0.32,0.0,1.16,1.73,0.0,1.05,1.33,0.79,0.39,0.15,0.0,0.0,2.17,0.6,1.22,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1
6654,0,114.7,0.98,0.0,0.0,0.39,0.0,1.21,1.86,0.0,1.16,1.37,0.83,0.41,0.08,0.0,0.0,2.26,0.56,1.2,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1
6655,0,114.72,0.98,0.0,0.0,0.38,0.0,1.21,1.83,0.0,1.22,1.38,0.9,0.41,0.02,0.0,0.0,2.37,0.58,1.26,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1
6656,0,114.74,0.98,0.0,0.0,0.39,0.0,1.24,1.9,0.0,1.32,1.41,0.9,0.37,0.0,0.0,0.0,2.47,0.68,1.27,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1
6657,0,114.75,0.98,0.0,0.0,0.37,0.0,1.25,1.91,0.0,1.32,1.4,0.84,0.39,0.0,0.0,0.0,2.44,0.85,1.24,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1
6658,0,114.77,0.98,0.0,0.0,0.36,0.0,1.28,1.9,0.0,1.31,1.41,0.7,0.41,0.0,0.0,0.0,2.46,0.94,1.17,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1
6659,0,114.79,0.98,0.0,0.0,0.33,0.0,1.26,1.8,0.0,1.24,1.4,0.71,0.43,0.0,0.0,0.0,2.54,1.04,1.08,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1
6660,0,114.81,0.98,0.0,0.0,0.33,0.0,1.26,1.78,0.0,1.23,1.39,0.63,0.45,0.0,0.0,0.0,2.67,1.15,1.08,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
6661,0,114.82,0.98,0.0,0.0,0.31,0.0,1.25,1.81,0.0,1.18,1.32,0.59,0.41,0.0,0.0,0.0,2.73,1.21,1.13,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
6662,0,114.84,0.98,0.0,0.0,0.38,0.0,1.28,1.82,0.0,1.22,1.28,0.5,0.44,0.0,0.01,0.0,2.74,1.25,1.24,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
6663,0,114.86,0.98,0.0,0.0,0.39,0.0,1.27,1.79,0.0,1.2,1.27,0.46,0.41,0.0,0.01,0.0,2.73,1.23,1.28,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
6664,0,114.88,0.98,0.0,0.0,0.49,0.0,1.28,1.79,0.0,1.17,1.29,0.46,0.44,0.0,0.03,0.0,2.78,1.27,1.3,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
6665,0,114.89,0.98,0.0,0.0,0.53,0.0,1.28,1.76,0.0,1.11,1.3,0.53,0.37,0.0,0.02,0.0,2.79,1.25,1.18,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
6666,0,114.91,0.98,0.0,0.0,0.56,0.0,1.32,1.68,0.0,1.19,1.33,0.59,0.4,0.0,0.02,0.0,2.82,1.19,1.11,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
6667,0,114.93,0.98,0.0,0.0,0.54,0.0,1.36,1.61,0.0,1.28,1.35,0.58,0.39,0.0,0.0,0.0,2.74,1.13,1.05,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
6668,0,114.94,0.98,0.0,0.0,0.45,0.0,1.37,1.74,0.0,1.34,1.4,0.52,0.35,0.0,0.0,0.0,2.75,1.1,1.31,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
6669,0,114.96,0.98,0.0,0.0,0.48,0.0,1.37,1.76,0.0,1.32,1.43,0.52,0.19,0.0,0.01,0.0,2.78,1.16,1.62,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
6670,0,114.98,0.98,0.0,0.0,0.48,0.0,1.29,1.64,0.0,1.31,1.5,0.55,0.1,0.0,0.02,0.0,2.8,1.17,2.08,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
6671,0,115.0,0.98,0.03,0.0,0.48,0.0,1.14,1.05,0.0,1.31,1.55,0.57,0.13,0.0,0.07,0.0,2.86,1.19,2.46,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
6672,0,115.01,0.98,0.09,0.0,0.41,0.0,0.95,0.59,0.0,1.35,1.61,0.63,0.2,0.0,0.08,0.0,2.8,1.16,2.75,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
6673,0,115.03,0.98,0.14,0.0,0.36,0.0,0.86,0.23,0.0,1.4,1.63,0.66,0.24,0.0,0.08,0.0,2.81,1.13,2.89,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
6674,0,115.05,0.98,0.14,0.0,0.42,0.0,0.92,0.38,0.0,1.47,1.63,0.8,0.19,0.0,0.09,0.0,2.76,1.08,2.81,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
6675,0,115.06,0.98,0.08,0.0,0.39,0.0,1.07,0.6,0.0,1.51,1.63,0.89,0.14,0.0,0.14,0.0,2.71,1.1,2.64,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
6676,0,115.08,0.98,0.03,0.0,0.41,0.0,1.23,0.94,0.0,1.56,1.63,0.98,0.14,0.0,0.17,0.0,2.66,1.07,2.36,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
6677,0,115.1,0.98,0.0,0.0,0.46,0.0,1.36,1.18,0.0,1.56,1.63,1.01,0.12,0.0,0.14,0.0,2.61,1.08,2.04,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
6678,0,115.12,0.98,0.0,0.0,0.52,0.0,1.39,1.33,0.0,1.52,1.59,1.02,0.15,0.0,0.15,0.0,2.61,0.98,1.76,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
6679,0,115.13,0.98,0.0,0.0,0.55,0.0,1.35,1.39,0.0,1.39,1.55,0.95,0.19,0.0,0.12,0.0,2.72,0.84,1.61,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
6680,0,115.15,0.98,0.0,0.0,0.43,0.0,1.28,1.43,0.0,1.37,1.53,0.82,0.19,0.0,0.11,0.0,2.75,0.74,1.36,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
6681,0,115.17,0.98,0.0,0.0,0.39,0.0,1.28,1.49,0.0,1.37,1.54,0.73,0.16,0.0,0.03,0.0,2.75,0.7,1.15,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
6682,0,115.19,0.98,0.0,0.0,0.4,0.0,1.32,1.47,0.0,1.47,1.52,0.87,0.05,0.0,0.03,0.0,2.63,0.76,1.01,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
6683,0,115.2,0.98,0.0,0.0,0.46,0.0,1.32,1.26,0.0,1.43,1.5,0.95,0.12,0.0,0.0,0.0,2.57,0.61,1.08,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
6684,0,115.22,0.98,0.0,0.0,0.42,0.0,1.27,1.2,0.0,1.36,1.46,0.95,0.2,0.07,0.03,0.0,2.55,0.63,0.94,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
6685,0,115.24,0.98,0.0,0.0,0.38,0.0,1.24,1.25,0.0,1.38,1.43,0.91,0.21,0.07,0.03,0.0,2.5,0.58,0.73,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
6686,0,115.25,0.98,0.0,0.0,0.35,0.0,1.25,1.29,0.0,1.46,1.37,0.95,0.1,0.07,0.04,0.0,2.47,0.76,0.62,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
6687,0,115.27,0.98,0.0,0.0,0.42,0.0,1.28,1.16,0.0,1.54,1.33,1.03,0.02,0.0,0.04,0.0,2.44,0.69,0.76,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
6688,0,115.29,0.98,0.0,0.0,0.38,0.0,1.25,1.04,0.0,1.46,1.34,0.93,0.14,0.02,0.06,0.0,2.54,0.67,0.9,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
6689,0,115.31,0.98,0.0,0.0,0.36,0.0,1.22,1.04,0.0,1.39,1.42,0.93,0.2,0.06,0.04,0.0,2.57,0.6,0.77,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
6690,0,115.32,0.98,0.0,0.0,0.34,0.0,1.22,1.06,0.0,1.39,1.47,0.94,0.2,0.06,0.01,0.0,2.61,0.57,0.57,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
